PC1,PC2,PC3,PC4,PC5
-1.364649729700365,0.5684021371653785,-0.4399989768029927,2.2607659628869095,0.17867931827177505
-0.9074415177884818,-0.06354068346374346,-0.8546826924707148,2.0459231803998827,0.13448872879324275
-1.0893614284579656,0.1936223168066231,-0.7912982741224102,1.8516646921846551,0.22808717842509055
-1.1938269949005345,0.4210872789904644,-0.6836780956075389,1.7445850148250686,0.28488942983923693
-0.8490363483494798,-0.0047240434721591675,-1.0381577021151596,1.5621662051302347,0.32225125774294106
-0.534037030623997,-0.5125684140878654,-1.3994586850801691,1.5060074790079463,0.34694186270846306
-0.29747186380958357,-0.9593564951579655,-1.7306093348061966,1.5053956714832448,0.35465111426698964
-0.23432093824756278,-0.9925564048012105,-1.7576520318225408,1.4919304626871646,0.3606491385569834
-0.04999786681642764,-1.3636117012053066,-2.056285166919178,1.470412115475404,0.41078922945858476
0.2184695220553631,-3.1448751563447077,-1.55710226706567,1.694767742766615,-0.4317355249257133
0.19564640787243331,-2.926983282059075,-1.2155783500492026,1.2912596779432057,2.3325326138898186
0.16759174545401007,-2.138551808830448,-2.713701028073544,1.4443507080434272,0.546850757691869
0.14121980392460226,-1.762304328959637,-2.4322577751843992,1.4478806442504775,0.48648168783534823
-0.2565911367177716,-0.935546654066428,-1.8415931133037116,1.4634459348758124,0.4489546969334985
-0.9676702983961383,0.22322687296992008,-0.8562162113819547,1.6314250138921476,0.3139934392516538
-1.052918342808085,0.16228712937661371,-0.6979326513994494,1.8312260986322837,0.14271154035203593
-0.5968959728370367,-0.2836865669060381,-1.201121059278419,1.7609181410716022,0.28569439321272566
-0.3060007702911537,-0.6668894592813245,-1.5610030157734385,1.5433015300535262,0.3202557964181769
-0.45504156339043084,-0.5856418703908997,-1.517653885275302,1.662339141049324,0.34780903876761976
-0.8102432839512268,-0.12629186823153132,-1.1617944782773193,1.6365089850849996,0.29237751594573824
-1.3904716277250158,0.6008449588976477,-0.6150379632086184,2.2921409899287184,0.29981209767880584
-1.089631088232563,0.24246605425460407,-0.9113199507879576,1.7188809299029444,0.2847898027904475
-0.9788758436019049,0.2654956006808169,-0.9854011512864423,1.8190645326672041,0.36191340920765036
-1.3584909815213486,0.7320236535912751,-0.6122831764230169,2.188270106536881,0.3491533833421883
-2.361066084340897,1.6697840137166273,0.2568899541657393,3.3058821625079373,0.19028842839265084
-3.222535893723166,2.5210648934359745,0.7263760255403843,4.3404803742649225,0.3653790987379647
-2.8101993149678104,2.2075505689976995,0.5121875081310138,3.9079142461389793,0.3583904141738757
-1.4201412383701462,0.9395217034654694,-0.42701861978027134,2.48511295745048,0.3691490139059377
-0.1512299717672696,-0.6999121154434521,-1.5771797376333296,1.613512227254489,0.37610165035420834
0.2077919272133478,-1.4708447289565496,-2.128357995410229,1.4519729998890982,0.3845222482131764
-0.3122668936317092,-0.421907680647849,-1.387346435482849,1.5727380979961139,0.3380245095876389
-0.3159130033621357,-0.3365686325584568,-1.409875774426563,1.5390104202400048,0.3687944283697221
-0.040241644216083054,-0.8751597152438788,-1.7884139220459359,1.4966434482028146,0.39698023582050235
0.3894354335991621,-3.148697912012759,-1.5759035121240363,1.672561169895144,-0.4118222851764015
0.4680788466980334,-3.156214458355549,-1.493353807739266,1.2340626069700027,2.4225350430765804
0.44584910965518465,-2.147081401640517,-2.875855947009705,1.3695173730901395,0.6231772113762623
0.26463685589928954,-1.5991836660267034,-2.46060667725602,1.398715199077432,0.5427821325362603
-0.26270289552995196,-0.6810258039820326,-1.7146755188511476,1.4486617258990622,0.4368605460618418
-2.105247964433954,1.465775694757728,0.022657343603616095,2.55076286002263,0.30577223326920433
-2.1427486055106977,-1.7131234834537006,3.2206180779956695,0.08492411541291828,-0.13000876910731657
-1.3425001975350255,0.8871074546688285,-0.20961824522466935,2.630044681909553,0.14853222025958474
